"","ROAD_ID","UNIT_ID","TRANSECT_ID","POINT_ID","SURVEY_YEAR","SURVEY_DATE","SPECIES_ALPHA_CODE","TIME_INTERVAL","SIGHTING_ANGLE","EXACT_DISTANCE","DISTANCE_CATEGORY","FLYOVER","DISPLAY.USING.AREA","SEX","DETECTION_TYPE","GROUP_SIZE","NOTES"
"184","KOUG","K4","T28",4,2021,"9-May-21","GCSP",0,NA,NA,101,"N","","U","A",1,""
"185","KOUG","K4","T28",4,2021,"9-May-21","CORE",1,NA,NA,NA,"Y","","U","A",1,""
"186","KOUG","K4","T28",4,2021,"9-May-21","FOSP",2,NA,NA,101,"N","","U","A",1,""
"187","KOUG","K4","T28",4,2021,"9-May-21","FOSP",2,NA,NA,101,"N","","U","A",1,""
"188","KOUG","K4","T28",4,2021,"9-May-21","CORE",2,NA,NA,101,"N","","U","V",1,""
"189","KOUG","K4","T28",4,2021,"9-May-21","WCSP",3,NA,NA,201,"N","","U","A",1,""
"190","KOUG","K4","T28",4,2021,"9-May-21","WIPT",3,208,380,NA,"N","","M","A",1,""
"191","KOUG","K4","T28",4,2021,"9-May-21","GCSP",4,NA,NA,201,"N","","U","A",1,""
"192","KOUG","K4","T28",4,2021,"9-May-21","WCSP",4,NA,NA,101,"N","","U","A",1,""
"193","KOUG","K4","T28",4,2021,"9-May-21","ATSP",4,NA,NA,1,"N","","U","V",1,""
"194","KOUG","K4","T28",4,2021,"9-May-21","ATSP",4,NA,NA,101,"N","","U","A",1,""
"195","KOUG","K4","T28",4,2021,"9-May-21","AMRO",6,13,95,NA,"N","","U","A",1,""
"196","KOUG","K4","T28",4,2021,"9-May-21","WISN",7,NA,NA,NA,"Y","","U","A",1,"WINNOWING FLIGHT ALL"
"197","KOUG","K4","T28",4,2021,"9-May-21","ROPT",9,65,450,NA,"N","","M","A",1,""
"198","KOUG","K4","T28",8,2021,"9-May-21","GCSP",0,NA,NA,201,"N","","U","A",1,""
"199","KOUG","K4","T28",8,2021,"9-May-21","ATSP",0,NA,NA,201,"N","","U","A",1,""
"200","KOUG","K4","T28",8,2021,"9-May-21","CGSP",1,NA,NA,201,"N","","U","A",1,""
"201","KOUG","K4","T28",8,2021,"9-May-21","CORE",3,NA,NA,NA,"Y","","U","V",1,""
"202","KOUG","K4","T28",8,2021,"9-May-21","WIPT",4,29,400,NA,"N","","U","A",1,""
"203","KOUG","K4","T28",8,2021,"9-May-21","WISN",7,NA,NA,NA,"Y","","U","A",1,""
"204","KOUG","K4","T28",8,2021,"9-May-21","ROPT",9,345,1001,NA,"N","","M","V",1,""
"205","KOUG","K4","T28",11,2021,"9-May-21","GCSP",0,NA,NA,101,"N","","U","A",1,""
"206","KOUG","K4","T28",11,2021,"9-May-21","AMRO",0,214,127,NA,"N","","U","A",1,""
"207","KOUG","K4","T28",11,2021,"9-May-21","ATSP",1,NA,NA,101,"N","","U","A",1,""
"208","KOUG","K4","T28",11,2021,"9-May-21","WIPT",2,26,308,NA,"N","","M","A",1,""
"209","KOUG","K4","T28",11,2021,"9-May-21","CORA",2,NA,NA,NA,"Y","","U","AV",1,""
"210","KOUG","K4","T28",11,2021,"9-May-21","FOSP",2,NA,NA,101,"N","","U","A",1,""
"211","KOUG","K4","T28",11,2021,"9-May-21","CORE",3,NA,NA,NA,"Y","","U","A",1,""
"212","KOUG","K4","T28",11,2021,"9-May-21","WCSP",3,NA,NA,101,"N","","U","A",1,""
"213","KOUG","K4","T28",11,2021,"9-May-21","WIPT",4,243,240,NA,"N","","M","A",1,""
"214","KOUG","K4","T28",11,2021,"9-May-21","WIPT",4,324,261,NA,"N","","M","A",1,""
"215","KOUG","K4","T28",11,2021,"9-May-21","GCSP",8,NA,NA,101,"N","","U","A",1,""
"216","KOUG","K4","T28",11,2021,"9-May-21","PTARM",8,354,380,NA,"N","","U","V",1,"ALL WHITE- ROCK MALE OR WIPT FEMALE?"
"217","KOUG","K4","T28",9,2021,"9-May-21","ATSP",0,NA,NA,1,"N","","U","A",1,""
"218","KOUG","K4","T28",9,2021,"9-May-21","ATSP",0,NA,NA,101,"N","","U","A",1,""
"219","KOUG","K4","T28",9,2021,"9-May-21","GCSP",0,NA,NA,101,"N","","U","A",1,""
"220","KOUG","K4","T28",9,2021,"9-May-21","FOSP",0,NA,NA,101,"N","","U","AV",1,""
"221","KOUG","K4","T28",9,2021,"9-May-21","CORA",2,90,600,NA,"N","","U","V",1,""
"222","KOUG","K4","T28",9,2021,"9-May-21","WCSP",3,NA,NA,1,"N","","U","A",1,""
"223","KOUG","K4","T28",9,2021,"9-May-21","WISN",3,NA,NA,NA,"Y","","U","A",1,""
"224","KOUG","K4","T28",9,2021,"9-May-21","CORE",4,NA,NA,NA,"Y","","U","AV",2,"AROUND A NEST? SMALLER CLIFF TO LEFT OF MONTE CRISTO"
"225","KOUG","K4","T17",18,2021,"10-May-21","ATSP",0,NA,NA,1,"N","","U","A",2,""
"226","KOUG","K4","T17",18,2021,"10-May-21","WIPT",0,128,150,NA,"N","","M","A",1,"FEMALE POSSIBLY CLUCKING NEARBY?"
"227","KOUG","K4","T17",18,2021,"10-May-21","WIPT",2,164,130,NA,"N","","M","AV",2,"2; FLYING FIRST THEN LANDED"
"228","KOUG","K4","T17",18,2021,"10-May-21","FOSP",3,NA,NA,101,"N","","U","A",1,""
"229","KOUG","K4","T17",18,2021,"10-May-21","WIPT",4,58,175,NA,"N","","M","AV",1,""
"230","KOUG","K4","T17",18,2021,"10-May-21","SONG",5,NA,NA,NA,"Y","","U","V",1,""
"231","KOUG","K4","T17",18,2021,"10-May-21","ATSP",5,NA,NA,101,"N","","U","A",1,""
"232","KOUG","K4","T17",18,2021,"10-May-21","ATSP",6,NA,NA,1,"N","","U","A",1,""
"233","KOUG","K4","T17",18,2021,"10-May-21","CORE",8,NA,NA,NA,"Y","","U","A",1,""
"234","KOUG","K4","T17",18,2021,"10-May-21","WIPT",9,242,220,NA,"N","","M","A",1,""
"235","KOUG","K4","T17",18,2021,"10-May-21","WIPT",9,62,400,NA,"N","","M","A",1,""
"236","KOUG","K4","T17",18,2021,"10-May-21","WIPT",9,32,150,NA,"N","","M","A",1,""
"237","KOUG","K4","T17",18,2021,"10-May-21","WIPT",9,304,400,NA,"N","","M","A",1,""
"238","KOUG","K4","T17",14,2021,"10-May-21","WIPT",0,60,400,NA,"N","","M","A",1,""
"239","KOUG","K4","T17",14,2021,"10-May-21","WIPT",1,100,375,NA,"N","","M","A",1,""
"240","KOUG","K4","T17",14,2021,"10-May-21","ATSP",1,NA,NA,201,"N","","U","A",1,""
"241","KOUG","K4","T17",14,2021,"10-May-21","GULL",2,208,280,NA,"Y","","U","A",1,""
"242","KOUG","K4","T17",14,2021,"10-May-21","WIPT",2,NA,NA,NA,"N","","M","AV",1,""
"243","KOUG","K4","T17",14,2021,"10-May-21","SONG",4,NA,NA,NA,"Y","","U","V",1,""
"244","KOUG","K4","T17",14,2021,"10-May-21","SONG",4,NA,NA,NA,"Y","","U","A",1,""
"245","KOUG","K4","T17",14,2021,"10-May-21","ATSP",7,NA,NA,101,"N","","U","A",1,""
"246","KOUG","K4","T17",14,2021,"10-May-21","FOSP",8,NA,NA,201,"N","","U","A",1,""
"247","KOUG","K4","T17",14,2021,"10-May-21","WISN",9,NA,NA,NA,"Y","","U","A",1,""
"248","KOUG","K4","T17",11,2021,"10-May-21","GCSP",0,NA,NA,101,"N","","U","A",1,""
"249","KOUG","K4","T17",11,2021,"10-May-21","WIPT",1,234,300,NA,"N","","M","A",1,""
"250","KOUG","K4","T17",11,2021,"10-May-21","ROPT",1,248,400,NA,"N","","M","A",1,""
"251","KOUG","K4","T17",11,2021,"10-May-21","SONG",3,NA,NA,NA,"Y","","U","V",1,""
