"","id","Tundra","Low_Shrub","Bare_Ground","Tall_Shrub_Forest","Wetlands","Developed"
"60","TELL_T4_T11_16",0.84257602862254,0.0626118067978533,0.00715563506261181,0.0286225402504472,0.00536672629695885,0.0536672629695885
"61","TELL_T4_T11_21",0.881932021466905,0.118067978533095,0,0,0,0
"62","TELL_T4_T11_25",0.832129963898917,0.164259927797834,0,0.0036101083032491,0,0
"63","TELL_T4_T11_30",0.682060390763766,0.317939609236234,0,0,0,0
"64","TELL_T4_T11_33",0.565295169946333,0.400715563506261,0,0.0339892665474061,0,0
"65","TELL_T4_T11_32",0.519927536231884,0.396739130434783,0,0.0833333333333333,0,0
"66","TELL_T4_T11_28",0.631016042780749,0.315508021390374,0,0.0427807486631016,0.0106951871657754,0
"67","TELL_T4_T11_23",0.775179856115108,0.206834532374101,0,0.0179856115107914,0,0
"68","TELL_T4_T11_19",0.653641207815275,0.220248667850799,0,0.11190053285968,0.0142095914742451,0
"69","TELL_T4_T11_14",0.847942754919499,0.107334525939177,0,0.0447227191413238,0,0
"70","TELL_T4_T11_9",0.871657754010695,0.0962566844919786,0,0.0320855614973262,0,0
"71","TELL_T4_T11_4",0.901960784313726,0.0980392156862745,0,0,0,0
"72","TELL_T4_T11_10",0.895306859205776,0.0451263537906137,0.00902527075812274,0,0.0252707581227437,0.0252707581227437
"73","KOUG_K4_T28_15",0.00894454382826476,0.186046511627907,0.0035778175313059,0.774597495527728,0,0.0268336314847943
"74","KOUG_K4_T28_14",0,0.41740674955595,0,0.58259325044405,0,0
"75","KOUG_K4_T28_18",0.024866785079929,0.9449378330373,0,0.0301953818827709,0,0
"76","KOUG_K4_T28_20",0.024866785079929,0.9449378330373,0,0.0301953818827709,0,0
"77","KOUG_K4_T28_21",0.134892086330935,0.77158273381295,0,0.0935251798561151,0,0
"78","KOUG_K4_T28_19",0.117021276595745,0.75531914893617,0,0.127659574468085,0,0
"79","KOUG_K4_T28_17",0.0250447227191413,0.508050089445438,0,0.46690518783542,0,0
"80","KOUG_K4_T28_13",0.00178571428571429,0.716071428571429,0,0.282142857142857,0,0
"81","TELL_T4_T14_25",0.591320072332731,0.397830018083183,0,0.0108499095840868,0,0
"82","TELL_T4_T14_30",0.242857142857143,0.75,0,0.00714285714285714,0,0
"83","TELL_T4_T14_29",0.417857142857143,0.483928571428571,0,0.0982142857142857,0,0
"84","TELL_T4_T14_23",0.252220248667851,0.236234458259325,0,0.511545293072824,0,0
"85","TELL_T4_T14_18",0.254480286738351,0.376344086021505,0,0.369175627240143,0,0
"86","TELL_T4_T14_19",0.684587813620072,0.1415770609319,0,0.173835125448029,0,0
"87","TELL_T4_T14_2",0.290552584670232,0.686274509803922,0,0.0231729055258467,0,0
"88","TELL_T4_T14_5",0.0499108734402852,0.771836007130125,0.17825311942959,0,0,0
"89","TELL_T4_T14_7",0.237924865831843,0.640429338103757,0.0805008944543828,0.0411449016100179,0,0
"90","TELL_T4_T14_8",0.317117117117117,0.254054054054054,0.00540540540540541,0.423423423423423,0,0
"91","TELL_T4_T14_3",0.0107142857142857,0.307142857142857,0,0.682142857142857,0,0
"92","KOUG_K3_T17_1",0.162210338680927,0.25668449197861,0.0267379679144385,0.399286987522282,0.0142602495543672,0.140819964349376
"93","KOUG_K3_T17_2",0.158362989323843,0.343416370106762,0.0106761565836299,0.434163701067616,0.0195729537366548,0.0338078291814947
"94","KOUG_K3_T17_5",0,0.566546762589928,0,0.433453237410072,0,0
"95","KOUG_K3_T17_8",0.0107719928186715,0.671454219030521,0,0.317773788150808,0,0
"96","KOUG_K3_T17_11",0.182300884955752,0.72212389380531,0.0141592920353982,0.0814159292035398,0,0
"97","KOUG_K3_T17_18",0.110307414104882,0.768535262206148,0.0253164556962025,0.0958408679927667,0,0
"98","KOUG_K3_T17_17",0.178890876565295,0.794275491949911,0.0268336314847943,0,0,0
"99","KOUG_K3_T17_13",0.186046511627907,0.644007155635063,0.0035778175313059,0.166368515205724,0,0
"100","KOUG_K3_T17_12",0.0017825311942959,0.746880570409982,0,0.251336898395722,0,0
"101","KOUG_K3_T17_9",0,0.553571428571429,0,0.446428571428571,0,0
"102","KOUG_K3_T17_6",0.0268817204301075,0.525089605734767,0,0.448028673835125,0,0
"103","KOUG_K3_T17_4",0.0196428571428571,0.192857142857143,0,0.7875,0,0
"104","COUN_C5_T14_28",0.00178571428571429,0.0553571428571429,0,0.876785714285714,0,0.0660714285714286
"105","COUN_C5_T14_26",0.211091234347048,0.363148479427549,0,0.425760286225403,0,0
"106","COUN_C5_T14_29",0.0267379679144385,0,0,0.973262032085562,0,0
"107","COUN_C5_T14_27",0.0982142857142857,0.380357142857143,0,0.521428571428571,0,0
"108","COUN_C5_T14_19",0.117328519855596,0.532490974729242,0,0.350180505415162,0,0
"109","COUN_C5_T14_15",0.0397111913357401,0.245487364620939,0.0180505415162455,0.696750902527076,0,0
"110","COUN_C5_T14_10",0.0249110320284698,0.0444839857651246,0,0.875444839857651,0,0.0551601423487545
"111","COUN_C5_T14_14",0.10573476702509,0.39247311827957,0,0.50179211469534,0,0
"112","COUN_C5_T14_18",0.0555555555555556,0.175627240143369,0.00716845878136201,0.761648745519713,0,0
"113","COUN_C5_T14_22",0.158645276292335,0.155080213903743,0,0.686274509803922,0,0
"114","COUN_C5_T14_25",0.00181159420289855,0.036231884057971,0.0036231884057971,0.91304347826087,0,0.0452898550724638
"115","TELL_T3_T19_16",0.795008912655972,0.149732620320856,0,0,0,0.0552584670231729
"116","TELL_T3_T19_15",0.702846975088968,0.236654804270463,0,0.00355871886120996,0,0.0569395017793594
"117","TELL_T3_T19_14",0.765124555160142,0.222419928825623,0.0124555160142349,0,0,0
"118","TELL_T3_T19_11",0.853832442067736,0.114081996434938,0,0.0089126559714795,0.0231729055258467,0
"119","TELL_T3_T19_8",0.782918149466192,0.151245551601424,0.0195729537366548,0,0.0462633451957295,0
"120","TELL_T3_T19_10",0.8,0.2,0,0,0,0
"121","TELL_T3_T19_13",0.761648745519713,0.186379928315412,0,0.0519713261648745,0,0
"122","TELL_T3_T19_17",0.539285714285714,0.201785714285714,0.217857142857143,0.0267857142857143,0,0.0142857142857143
"123","TELL_T3_T19_20",0.880994671403197,0.0603907637655417,0,0.0586145648312611,0,0
"124","TELL_T3_T19_18",0.591071428571429,0.194642857142857,0.203571428571429,0.0107142857142857,0,0
"125","TELL_T3_T19_21",0.575812274368231,0.245487364620939,0.129963898916967,0.0487364620938628,0,0
"126","TELL_T3_T19_23",0.692028985507246,0.289855072463768,0,0.0181159420289855,0,0
"127","KOUG_K2_T2_2",0.201785714285714,0.442857142857143,0,0.278571428571429,0.0125,0.0642857142857143
"128","KOUG_K2_T2_6",0.317773788150808,0.649910233393178,0,0.0323159784560144,0,0
"129","KOUG_K2_T2_3",0.564981949458484,0.425992779783394,0,0.00902527075812274,0,0
"130","KOUG_K2_T2_7",0.517857142857143,0.482142857142857,0,0,0,0
"131","KOUG_K2_T2_4",0.394973070017953,0.552962298025135,0.0197486535008977,0.0215439856373429,0.0107719928186715,0
"132","KOUG_K2_T2_8",0.498220640569395,0.304270462633452,0.0693950177935943,0.00177935943060498,0.126334519572954,0
"133","KOUG_K2_T2_11",0.437837837837838,0.554954954954955,0,0.00720720720720721,0,0
"134","KOUG_K2_T2_14",0.47864768683274,0.428825622775801,0,0.0925266903914591,0,0
"135","KOUG_K2_T2_10",0.393238434163701,0.572953736654804,0,0.0338078291814947,0,0
"136","KOUG_K2_T2_13",0.283154121863799,0.274193548387097,0.017921146953405,0.281362007168459,0.0949820788530466,0.0483870967741935
"137","KOUG_K2_T2_9",0.0912343470483005,0.13953488372093,0.0697674418604651,0.393559928443649,0.254025044722719,0.0518783542039356
"138","TELL_T5_T13_9",0.130434782608696,0.355072463768116,0,0.514492753623188,0,0
"139","TELL_T5_T13_13",0.270944741532977,0.409982174688057,0,0.319073083778966,0,0
"140","TELL_T5_T13_17",0.332730560578662,0.430379746835443,0,0.236889692585895,0,0
"141","TELL_T5_T13_20",0.142857142857143,0.267857142857143,0.0160714285714286,0.557142857142857,0.0160714285714286,0
"142","TELL_T5_T13_18",0.130590339892665,0.189624329159213,0,0.679785330948122,0,0
"143","TELL_T5_T13_15",0.111111111111111,0.39247311827957,0.0555555555555556,0.424731182795699,0.0161290322580645,0
"144","TELL_T5_T13_11",0.135231316725979,0.346975088967972,0,0.51779359430605,0,0
"145","TELL_T5_T13_8",0.454545454545455,0.351158645276292,0,0.194295900178253,0,0
"146","TELL_T5_T13_5",0.115658362989324,0.307829181494662,0,0.576512455516014,0,0
"147","TELL_T5_T13_2",0.241071428571429,0.571428571428571,0,0.1875,0,0
"148","TELL_T5_T13_1",0.021505376344086,0.913978494623656,0.025089605734767,0.039426523297491,0,0
"149","TELL_T5_T13_4",0.418894830659537,0.545454545454545,0.0303030303030303,0.0053475935828877,0,0
"150","TELL_T5_T13_6",0.111711711711712,0.578378378378378,0,0.30990990990991,0,0
"151","KOUG_K2_T22_20",0.0411449016100179,0.075134168157424,0.0268336314847943,0.590339892665474,0.189624329159213,0.0769230769230769
"152","KOUG_K2_T22_13",0.0892857142857143,0.516071428571429,0,0.394642857142857,0,0
"153","KOUG_K2_T22_9",0.371841155234657,0.514440433212996,0,0.113718411552347,0,0
"154","KOUG_K2_T22_6",0.493761140819964,0.311942959001783,0,0.194295900178253,0,0
"155","KOUG_K2_T22_4",0.46594982078853,0.42831541218638,0,0.0663082437275986,0.039426523297491,0
"156","KOUG_K2_T22_2",0.463458110516934,0.413547237076649,0,0.106951871657754,0.0160427807486631,0
"157","KOUG_K2_T22_1",0.460431654676259,0.350719424460432,0.00179856115107914,0.176258992805755,0,0.0107913669064748
"158","KOUG_K2_T22_3",0.533453887884268,0.347197106690778,0,0.119349005424955,0,0
"159","TELL_T1_T15_23",0.251336898395722,0.691622103386809,0,0.0570409982174688,0,0
"160","TELL_T1_T15_26",0.0703971119133574,0.467509025270758,0,0.462093862815884,0,0
"161","TELL_T1_T15_24",0.113309352517986,0.37410071942446,0,0.512589928057554,0,0
"162","TELL_T1_T15_27",0.0756756756756757,0.0396396396396396,0,0.884684684684685,0,0
"163","TELL_T1_T15_25",0.0500894454382826,0.144901610017889,0,0.805008944543828,0,0
"164","TELL_T1_T15_22",0.208928571428571,0.173214285714286,0,0.617857142857143,0,0
"165","TELL_T1_T15_18",0.160940325497288,0.652802893309222,0,0.18625678119349,0,0
"166","TELL_T1_T15_14",0.208185053380783,0.265124555160142,0,0.512455516014235,0.0142348754448399,0
"167","TELL_T1_T15_17",0.346975088967972,0.266903914590747,0.00889679715302491,0.377224199288256,0,0
"168","TELL_T1_T15_13",0.404332129963899,0.102888086642599,0,0.492779783393502,0,0
"169","TELL_T1_T15_16",0.0980392156862745,0.609625668449198,0,0.292335115864528,0,0
"170","TELL_T1_T15_12",0.645276292335116,0.233511586452763,0,0.121212121212121,0,0
"171","TELL_T1_T15_15",0.52972972972973,0.331531531531532,0,0.138738738738739,0,0
"172","TELL_T1_T15_19",0.219642857142857,0.7,0,0.0803571428571429,0,0
"173","TELL_T2_T21_16",0.0505415162454874,0.602888086642599,0,0.346570397111913,0,0
"174","TELL_T2_T21_20",0.176258992805755,0.809352517985611,0,0.0143884892086331,0,0
"175","TELL_T2_T21_23",0.134168157423971,0.788908765652952,0,0.0769230769230769,0,0
"176","TELL_T2_T21_21",0.220248667850799,0.765541740674956,0,0.0142095914742451,0,0
"177","TELL_T2_T21_24",0.0500894454382826,0.681574239713775,0,0.268336314847943,0,0
"178","TELL_T2_T21_22",0.0267857142857143,0.794642857142857,0,0.178571428571429,0,0
"179","TELL_T2_T21_18",0.106115107913669,0.818345323741007,0,0.0755395683453237,0,0
"180","TELL_T2_T21_14",0.0142857142857143,0.544642857142857,0,0.441071428571429,0,0
"181","TELL_T2_T21_10",0.0411449016100179,0.73345259391771,0,0.225402504472272,0,0
"182","TELL_T2_T21_7",0,0.77737881508079,0,0.22262118491921,0,0
"183","TELL_T2_T21_9",0.151079136690647,0.834532374100719,0,0.0143884892086331,0,0
"184","TELL_T2_T21_12",0.124555160142349,0.718861209964413,0,0.156583629893238,0,0
"185","TELL_T4_T21_12",0.1415770609319,0.711469534050179,0.0985663082437276,0.0483870967741935,0,0
"186","TELL_T4_T21_9",0.192857142857143,0.242857142857143,0.0142857142857143,0.55,0,0
"187","TELL_T4_T21_11",0.258064516129032,0.295698924731183,0.0734767025089606,0.372759856630824,0,0
"188","TELL_T4_T21_14",0.105357142857143,0.835714285714286,0.00714285714285714,0.0517857142857143,0,0
"189","TELL_T4_T21_16",0.228163992869875,0.648841354723708,0.0552584670231729,0.0677361853832442,0,0
"190","TELL_T4_T21_19",0.0125448028673835,0.716845878136201,0.270609318996416,0,0,0
"191","TELL_T4_T21_22",0.162790697674419,0.787119856887299,0.0250447227191413,0.0250447227191413,0,0
"192","TELL_T4_T21_24",0.0892857142857143,0.844642857142857,0.0196428571428571,0.0464285714285714,0,0
"193","TELL_T4_T21_23",0.132379248658318,0.762075134168157,0.103756708407871,0.00178890876565295,0,0
"194","TELL_T4_T21_21",0.276978417266187,0.66726618705036,0.0467625899280576,0.00899280575539568,0,0
"195","TELL_T4_T21_18",0.104795737122558,0.538188277087034,0,0.357015985790409,0,0
"196","TELL_T4_T21_15",0.231464737793852,0.714285714285714,0.0289330922242315,0.0253164556962025,0,0
"197","KOUG_K5_T27_2",0.043010752688172,0.0376344086021505,0,0.831541218637993,0.0268817204301075,0.0609318996415771
"198","KOUG_K5_T27_3",0.0645161290322581,0.0573476702508961,0,0.813620071684588,0,0.0645161290322581
"199","KOUG_K5_T27_6",0.0180505415162455,0.0848375451263538,0,0.830324909747292,0,0.0667870036101083
"200","KOUG_K5_T27_9",0.00537634408602151,0.103942652329749,0,0.826164874551971,0,0.0645161290322581
"201","KOUG_K5_T27_5",0.139784946236559,0.268817204301075,0,0.591397849462366,0,0
"202","KOUG_K5_T27_8",0,0.0892857142857143,0,0.910714285714286,0,0
"203","KOUG_K5_T27_12",0.0837789661319073,0.276292335115865,0,0.639928698752228,0,0
"204","KOUG_K5_T27_15",0.0127041742286751,0.11070780399274,0,0.818511796733212,0,0.058076225045372
"205","KOUG_K5_T27_17",0,0.0216606498194946,0,0.978339350180505,0,0
"206","KOUG_K5_T27_13",0.0964285714285714,0.135714285714286,0,0.701785714285714,0,0.0660714285714286
"207","COUN_C2_T12_1",0.17741935483871,0.491039426523298,0,0.331541218637993,0,0
"208","COUN_C2_T12_2",0.245551601423488,0.619217081850534,0,0.135231316725979,0,0
"209","COUN_C2_T12_3",0.242314647377939,0.549728752260398,0,0.207956600361664,0,0
"210","COUN_C2_T12_6",0.298561151079137,0.377697841726619,0,0.323741007194245,0,0
"211","COUN_C2_T12_8",0.0535714285714286,0.367857142857143,0,0.578571428571429,0,0
"212","COUN_C2_T12_18",0.0446428571428571,0.941071428571429,0,0.0142857142857143,0,0
"213","COUN_C2_T12_14",0.144901610017889,0.710196779964222,0,0.144901610017889,0,0
"214","COUN_C2_T12_10",0.0448028673835125,0.390681003584229,0,0.564516129032258,0,0
"215","COUN_C4_T16_17",0.40608228980322,0.449016100178891,0,0.123434704830054,0.0214669051878354,0
"216","COUN_C4_T16_21",0.78175313059034,0.0930232558139535,0,0.00536672629695885,0.119856887298748,0
"217","COUN_C4_T16_18",0.726618705035971,0.217625899280576,0,0.0305755395683453,0.0251798561151079,0
"218","COUN_C4_T16_22",0.579322638146168,0.190730837789661,0,0.0409982174688057,0.188948306595365,0
"219","COUN_C4_T16_19",0.635547576301616,0.238779174147217,0,0,0.125673249551167,0
"220","COUN_C4_T16_15",0.151785714285714,0.817857142857143,0,0.0214285714285714,0.00892857142857143,0
"221","COUN_C4_T16_10",0.555555555555556,0.433691756272401,0,0,0.010752688172043,0
"222","COUN_C4_T16_5",0.338709677419355,0.634408602150538,0,0.0197132616487455,0.00716845878136201,0
"223","COUN_C4_T16_9",0.389982110912343,0.602862254025045,0,0.00715563506261181,0,0
"224","COUN_C4_T16_13",0.344086021505376,0.5,0,0.109318996415771,0.046594982078853,0
"225","TELL_T4_T16_1",0.0777576853526221,0.837251356238698,0.0216998191681736,0.0632911392405063,0,0
"226","TELL_T4_T16_7",0.0685920577617329,0.642599277978339,0,0.288808664259928,0,0
"227","TELL_T4_T16_12",0.169340463458111,0.700534759358289,0,0.130124777183601,0,0
"228","TELL_T4_T16_17",0.525846702317291,0.367201426024955,0,0.0213903743315508,0.0855614973262032,0
"229","TELL_T4_T16_13",0.347048300536673,0.522361359570662,0.0107334525939177,0.119856887298748,0,0
"230","TELL_T4_T16_18",0.387900355871886,0.523131672597865,0,0.0889679715302491,0,0
"231","TELL_T4_T16_14",0.355992844364937,0.368515205724508,0,0.275491949910555,0,0
"232","TELL_T4_T16_10",0.163992869875223,0.260249554367201,0,0.575757575757576,0,0
"233","TELL_T4_T16_5",0.054249547920434,0.707052441229656,0,0.23869801084991,0,0
"234","TELL_T4_T16_9",0.0142602495543672,0.61319073083779,0,0.372549019607843,0,0
"235","TELL_T4_T16_4",0.0959147424511545,0.772646536412078,0.0088809946714032,0.122557726465364,0,0
"236","KOUG_K1_T28_26",0.0143112701252236,0.604651162790698,0.0322003577817531,0.348837209302326,0,0
"237","KOUG_K1_T28_21",0.0516934046345811,0.431372549019608,0,0.516934046345811,0,0
"238","KOUG_K1_T28_17",0,0.541218637992832,0,0.458781362007168,0,0
"239","KOUG_K1_T28_14",0.0125673249551167,0.879712746858169,0,0.107719928186715,0,0
"240","KOUG_K1_T28_11",0.0249554367201426,0.679144385026738,0,0.295900178253119,0,0
"241","KOUG_K1_T28_8",0.0433212996389892,0.815884476534296,0,0.140794223826715,0,0
"242","KOUG_K1_T28_5",0.0481283422459893,0.780748663101604,0,0.171122994652406,0,0
"243","KOUG_K1_T28_2",0.079136690647482,0.629496402877698,0,0.29136690647482,0,0
"244","KOUG_K1_T28_6",0.0355239786856128,0.692717584369449,0,0.271758436944938,0,0
"245","KOUG_K1_T28_3",0.075134168157424,0.670840787119857,0,0.254025044722719,0,0
"246","KOUG_K2_T7_7",0.157706093189964,0.489247311827957,0.010752688172043,0.281362007168459,0,0.0609318996415771
"247","KOUG_K2_T7_12",0.0685920577617329,0.680505415162455,0,0.250902527075812,0,0
"248","KOUG_K2_T7_6",0,0.547237076648841,0,0.452762923351159,0,0
"249","KOUG_K2_T7_2",0,0.275179856115108,0,0.724820143884892,0,0
"250","KOUG_K2_T7_5",0.0767857142857143,0.296428571428571,0,0.626785714285714,0,0
"251","KOUG_K2_T7_10",0.0126582278481013,0.180831826401447,0,0.806509945750452,0,0
"252","KOUG_K2_T7_14",0,0.241071428571429,0,0.758928571428571,0,0
"253","KOUG_K2_T7_11",0,0.132854578096948,0,0.867145421903052,0,0
"254","KOUG_K2_T7_15",0,0.645276292335116,0,0.354723707664884,0,0
"255","KOUG_K2_T7_18",0.0284697508896797,0.580071174377224,0,0.391459074733096,0,0
"256","KOUG_K2_T7_16",0.301075268817204,0.593189964157706,0,0.0537634408602151,0,0.0519713261648745
"257","COUN_C1_T20_21",0.0700179533213645,0.429084380610413,0,0.500897666068223,0,0
"258","COUN_C1_T20_17",0.0448028673835125,0.435483870967742,0,0.519713261648746,0,0
"259","COUN_C1_T20_12",0.0285204991087344,0.780748663101604,0,0.190730837789661,0,0
"260","COUN_C1_T20_7",0.0558558558558559,0.576576576576577,0,0.367567567567568,0,0
"261","COUN_C1_T20_11",0.0124777183600713,0.844919786096257,0,0.142602495543672,0,0
"262","COUN_C1_T20_6",0.253164556962025,0.687160940325497,0,0.0596745027124774,0,0
"263","COUN_C1_T20_10",0.0661896243291592,0.779964221824687,0,0.153846153846154,0,0
"264","COUN_C1_T20_14",0.0922242314647378,0.609403254972875,0,0.298372513562387,0,0
"265","COUN_C1_T20_18",0.0213523131672598,0.188612099644128,0,0.790035587188612,0,0
"266","COUN_C1_T20_19",0.0660714285714286,0.767857142857143,0,0.166071428571429,0,0
"267","KOUG_K5_T17_12",0.0287769784172662,0.91726618705036,0,0.0539568345323741,0,0
"268","KOUG_K5_T17_9",0.0577617328519856,0.606498194945848,0,0.335740072202166,0,0
"269","KOUG_K5_T17_13",0.123655913978495,0.618279569892473,0,0.258064516129032,0,0
"270","KOUG_K5_T17_16",0.032258064516129,0.444444444444444,0,0.523297491039427,0,0
"271","KOUG_K5_T17_18",0.231729055258467,0.32620320855615,0,0.442067736185383,0,0
"272","KOUG_K5_T17_21",0.0625,0.6875,0,0.25,0,0
"273","KOUG_K5_T17_24",0.3375,0.446428571428571,0,0.216071428571429,0,0
"274","KOUG_K5_T17_25",0.262032085561497,0.556149732620321,0,0.181818181818182,0,0
"275","KOUG_K5_T17_23",0.141323792486583,0.81216457960644,0,0.0465116279069767,0,0
"276","KOUG_K5_T17_17",0,0.990990990990991,0.00900900900900901,0,0,0
"277","COUN_C1_T13_7",0.046594982078853,0.028673835125448,0.0161290322580645,0.808243727598566,0.0340501792114695,0.0663082437275986
"278","COUN_C1_T13_10",0.0106761565836299,0.00355871886120996,0.00889679715302491,0.891459074733096,0.0213523131672598,0.0640569395017794
"279","COUN_C1_T13_14",0.037567084078712,0.101967799642218,0,0.813953488372093,0,0.0465116279069767
"280","COUN_C1_T13_19",0.00355871886120996,0.00889679715302491,0,0.941281138790036,0,0.0462633451957295
"281","COUN_C1_T13_23",0.00719424460431655,0.0827338129496403,0,0.841726618705036,0.0179856115107914,0.0503597122302158
"282","COUN_C1_T13_18",0.0659536541889483,0.322638146167558,0,0.611408199643494,0,0
"283","COUN_C1_T13_12",0.012589928057554,0.323741007194245,0,0.663669064748201,0,0
"284","COUN_C1_T13_8",0,0.461675579322638,0,0.538324420677362,0,0
